,WRIST_TO_THUMB_MCP,WRIST_TO_THUMB_IP,WRIST_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_PIP,WRIST_TO_INDEX_FINGER_DIP,WRIST_TO_INDEX_FINGER_TIP,WRIST_TO_MIDDLE_FINGER_PIP,WRIST_TO_MIDDLE_FINGER_DIP,WRIST_TO_MIDDLE_FINGER_TIP,WRIST_TO_RING_FINGER_PIP,WRIST_TO_RING_FINGER_DIP,WRIST_TO_RING_FINGER_TIP,WRIST_TO_PINKY_PIP,WRIST_TO_PINKY_DIP,WRIST_TO_PINKY_TIP,THUMB_MCP_TO_THUMB_TIP,INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,RING_FINGER_MCP_TO_RING_FINGER_TIP,PINKY_MCP_TO_PINKY_TIP,THUMB_TIP_TO_INDEX_FINGER_MCP,THUMB_TIP_TO_INDEX_FINGER_PIP,THUMB_TIP_TO_INDEX_FINGER_DIP,THUMB_TIP_TO_INDEX_FINGER_TIP,THUMB_TIP_TO_MIDDLE_FINGER_MCP,THUMB_TIP_TO_MIDDLE_FINGER_PIP,THUMB_TIP_TO_MIDDLE_FINGER_DIP,THUMB_TIP_TO_MIDDLE_FINGER_TIP,THUMB_TIP_TO_RING_FINGER_MCP,THUMB_TIP_TO_RING_FINGER_PIP,THUMB_TIP_TO_RING_FINGER_DIP,THUMB_TIP_TO_RING_FINGER_TIP,THUMB_TIP_TO_PINKY_MCP,THUMB_TIP_TO_PINKY_PIP,THUMB_TIP_TO_PINKY_DIP,THUMB_TIP_TO_PINKY_TIP,SIGN
0,0.44582973707999995,0.6228220929094523,0.6823568860643336,0.6656328435143155,0.47721228108645203,0.3716518791967619,0.7033948050841781,0.4836394204001229,0.3623942684631985,0.687121832485856,0.4676583337671985,0.35440921129674846,0.6087573315211501,0.4789179615318648,0.39813032225522366,0.3306747316704129,0.12020335334606018,0.1653490232671369,0.1425334014474853,0.12543160212555943,0.28717089430938914,0.13042332357448577,0.2095668734170483,0.33409923449547213,0.3280048166884082,0.19208952392832368,0.2494405344882286,0.32493439975346433,0.3789086451287271,0.2946931750410552,0.3183821910343104,0.3724164641805408,0.4460653616859486,0.39442707925943266,0.3918022657762055,0.41885669765049927,A
1,0.4370770443177159,0.6098703768198811,0.6713813631514247,0.6533108978488094,0.479295845666092,0.3737079741071708,0.6931271390931261,0.48461696853506114,0.36306496681647005,0.6764918613646719,0.4612473087261692,0.3445133265658666,0.5998809789278308,0.4741708845044089,0.39501674786701085,0.32543783531432097,0.1266343407535405,0.1700798440528943,0.14296405267917978,0.12158408332799325,0.27663958744594264,0.11984861653105104,0.1932110959154437,0.30879688223164775,0.318742025909433,0.1905139336411877,0.24143301687948832,0.31441928542744296,0.37084220808107077,0.291519979157151,0.31412444213824914,0.37171600222359036,0.4387323972777907,0.3908006658058644,0.38698453678740397,0.41359956104647017,A
2,0.4298145464246633,0.5987446939883171,0.6560848641890252,0.6400079036190784,0.46893862930306535,0.3713036772882754,0.678013358103823,0.47080368024244895,0.35635963963376144,0.6622502377561529,0.45056957600594577,0.33997308630385936,0.5861865925951038,0.463552340337572,0.38831934763726295,0.31615363391234547,0.1124089742072542,0.1592696917590511,0.13427446037743043,0.11829146733958681,0.2660043752241878,0.11749237080226083,0.1891861764793635,0.29924839023582445,0.3093330421134815,0.1897387523027308,0.23909732436685868,0.30550828930403673,0.3629216495150434,0.28779359767166524,0.30868384698009077,0.3599269726913439,0.43171038756287855,0.38477039811052854,0.38183936634612814,0.40508715376808874,A
3,0.421284783986972,0.5880160452270009,0.6474819452413598,0.6373983299612909,0.4667172981603071,0.3715568838703913,0.6718975656003671,0.4692555155559148,0.3594330524639976,0.6534438732817939,0.4491399862350602,0.34470353855389474,0.581952530917466,0.46394792088553544,0.39049060750835063,0.31661415641596474,0.10956999700339701,0.1606132288515337,0.13922024132607788,0.12483511445044916,0.25797382985756034,0.1034361026154471,0.18133766195255427,0.28639320601472573,0.29990796593738667,0.18318021059527734,0.2401089873059238,0.2954982898945184,0.3537669951924127,0.28178552760411635,0.30707983570540587,0.3486814983124923,0.42200906224809004,0.3761438533728635,0.37624281905957097,0.3970662703587424,A
4,0.41524529260396154,0.5823876635776642,0.6373359855158314,0.627460156704504,0.4590352385793343,0.36862568491759085,0.6599452657261616,0.4583631700070315,0.35387396392468473,0.6467566674841582,0.4426935780604042,0.34130640268972545,0.5788263648751192,0.4584867228196675,0.3840389984451586,0.30463541130047794,0.10642912788079598,0.15441232650179273,0.13214287348200024,0.11608770127272247,0.25702345883331584,0.1098954881073897,0.17984668126221895,0.2805930267933698,0.2953603448742743,0.17664944906278524,0.2336579276105457,0.29047878350443945,0.34355505468418496,0.2711587195857569,0.29559229131774734,0.3400481304943723,0.4069849408447056,0.36012893250359207,0.35983897929610237,0.38374562823020475,A
5,0.40984214557758963,0.5695033649709712,0.6254133279432921,0.6220521167890187,0.45807165260066396,0.37048286693986865,0.6513942150095484,0.460261341388679,0.36025113921462604,0.6344893237910673,0.44009531637510096,0.34554694652983003,0.5645378224089966,0.4585973875115631,0.39289842850357465,0.29728524481651425,0.08939643608287767,0.13543461969937948,0.12326095288228706,0.12471783047852827,0.24095821547782859,0.10293068533416434,0.16870532183304976,0.2696014167237958,0.2843650325820736,0.17127354506468243,0.2171816195031996,0.2701374468823511,0.333517430786201,0.25591956539845107,0.27722679456474797,0.31755402965768864,0.39399505816610164,0.3441833785320837,0.3412438767318716,0.3580506866347654,A
6,0.39391046016430037,0.5488724071199791,0.615799445965098,0.6166169677434276,0.4611570655484837,0.36963326550922326,0.6381779400236235,0.46019453190247833,0.35841205008740135,0.6143018490092235,0.42754975485308677,0.3283826957116253,0.5469065795944033,0.44177127114291626,0.3702722906043431,0.29876608198570626,0.10789896967044085,0.15642341476118882,0.13969119543204006,0.12651489688816125,0.23548348902000327,0.10304167048101343,0.15753403925912188,0.25113498173402105,0.28601806018853976,0.18031107603940033,0.22765712579680156,0.26911097652902555,0.3398957558057259,0.26651977317730646,0.2922580834506841,0.3293868432396299,0.40287941599710686,0.3561865672095861,0.35578188431455043,0.3698987062196991,A
7,0.4089399168240942,0.567437542712859,0.6338591424358907,0.6126783426943729,0.4497727635034836,0.3594082908834412,0.6396249500533573,0.45182826830512735,0.3489509287265072,0.6167838902621593,0.427730446464623,0.33061807312673375,0.5441084813189102,0.43328553664955466,0.3567601341410191,0.3094833691267216,0.09561756334252522,0.14532920993917103,0.1325172188513558,0.12607501376010105,0.27205318293069025,0.11243249518602966,0.18512710190238196,0.289635909169339,0.3127766265094883,0.16863901035778933,0.23417476051931704,0.2894875703471047,0.35706956042885324,0.25912701709215263,0.2943479064186379,0.3365178058458911,0.4104940180393059,0.3533852804045464,0.35826229492169226,0.3816973212325467,A
8,0.4033900599890188,0.5595783742660811,0.619751147812376,0.6057920430683502,0.444887004270077,0.3532666922042548,0.6363632374184629,0.45040951980172483,0.34566813285749526,0.6166473772339276,0.4262970181878235,0.32620781299911883,0.5470903676096732,0.4376736542235115,0.36115581534638025,0.3013924763353882,0.1086728204331331,0.1541082504822256,0.13632662368702506,0.12839188577555,0.2605421616715075,0.10842837044685066,0.17549867269861866,0.2763643309118635,0.3005346738964625,0.1693999009950886,0.224787524629944,0.27918379024361734,0.34605363664773026,0.25925939604741216,0.2863532179383011,0.3295556167616349,0.40252316693734963,0.3513310859251728,0.35114236189672154,0.3731934192615771,A
9,0.39744019148862103,0.5569716289803717,0.6158015537586122,0.6066581436014241,0.4434534283134611,0.35997476473985257,0.6353440237923751,0.4459512673015704,0.3498515243274042,0.6173487002417951,0.426458556735611,0.33340336666886833,0.5511363497804785,0.43997062227943556,0.3644080676798826,0.2975009622645918,0.0871310289964875,0.13528963824583548,0.12422338001158635,0.11633108013847382,0.2468044892771855,0.10189927938362216,0.1738253033946034,0.2721400267891589,0.28669602002545863,0.16915704844648402,0.22578450098025538,0.2718581977437495,0.334351395893403,0.2593632507687714,0.2855252712294086,0.3205614056079106,0.3938665762655141,0.3488163223470002,0.3494544539998041,0.3692515760166948,A
