
param MaxInstants := 1400;

param PDem :=
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	-1
13	-2
14	-2
15	-2
16	1
17	3
18	3
19	5
20	5
21	2
22	-2
23	-1
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	3
32	3
33	3
34	3
35	5
36	8
37	15
38	21
39	27
40	33
41	39
42	45
43	51
44	57
45	63
46	60
47	59
48	51
49	49
50	48
51	47
52	46
53	43
54	42
55	41
56	40
57	41
58	-24
59	-57
60	-57
61	-56
62	-52
63	-48
64	-43
65	-38
66	-34
67	-30
68	-26
69	-18
70	5
71	5
72	5
73	5
74	5
75	5
76	5
77	5
78	5
79	5
80	5
81	5
82	5
83	5
84	38
85	53
86	56
87	58
88	52
89	52
90	45
91	43
92	40
93	39
94	41
95	45
96	44
97	44
98	43
99	42
100	-30
101	-54
102	-50
103	-47
104	-44
105	-40
106	-37
107	-33
108	-30
109	-26
110	-22
111	-18
112	-14
113	-11
114	-7
115	-3
116	2
117	3
118	3
119	3
120	3
121	3
122	3
123	3
124	3
125	3
126	3
127	3
128	3
129	3
130	3
131	3
132	3
133	3
134	3
135	3
136	3
137	5
138	8
139	15
140	21
141	27
142	33
143	39
144	45
145	51
146	57
147	62
148	62
149	59
150	54
151	50
152	15
153	-50
154	-46
155	-42
156	-3
157	2
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	2
167	2
168	18
169	60
170	54
171	47
172	41
173	39
174	38
175	38
176	37
177	35
178	35
179	36
180	38
181	39
182	37
183	35
184	1
185	1
186	-23
187	-57
188	-57
189	-57
190	-54
191	-50
192	-47
193	-43
194	-40
195	-36
196	-33
197	-22
198	4
199	4
200	4
201	4
202	4
203	4
204	4
205	4
206	4
207	4
208	4
209	4
210	3
211	3
212	3
213	3
214	3
215	3
216	4
217	54
218	60
219	58
220	56
221	49
222	48
223	43
224	-8
225	-48
226	-44
227	-41
228	-37
229	-13
230	4
231	4
232	30
233	62
234	61
235	57
236	53
237	-7
238	-44
239	-40
240	-37
241	-33
242	-30
243	-25
244	-22
245	-18
246	-14
247	-10
248	-7
249	-3
250	2
251	4
252	3
253	3
254	3
255	3
256	3
257	3
258	3
259	3
260	3
261	3
262	3
263	3
264	3
265	3
266	3
267	3
268	3
269	3
270	3
271	5
272	8
273	15
274	21
275	27
276	33
277	39
278	45
279	51
280	57
281	63
282	63
283	59
284	56
285	51
286	46
287	45
288	45
289	45
290	43
291	41
292	41
293	39
294	40
295	39
296	38
297	38
298	20
299	8
300	11
301	12
302	-15
303	-57
304	-57
305	-55
306	-52
307	-48
308	-45
309	-41
310	-38
311	-35
312	-10
313	6
314	6
315	6
316	6
317	6
318	6
319	28
320	64
321	61
322	58
323	54
324	50
325	49
326	46
327	46
328	44
329	43
330	14
331	-53
332	-49
333	-45
334	-42
335	-39
336	-36
337	-32
338	-29
339	-25
340	-21
341	-18
342	-14
343	-10
344	-7
345	-3
346	1
347	3
348	3
349	3
350	3
351	3
352	3
353	3
354	3
355	3
356	3
357	3
358	3
359	3
360	3
361	3
362	3
363	3
364	3
365	3
366	3
367	8
368	7
369	15
370	21
371	27
372	34
373	40
374	46
375	52
376	58
377	62
378	63
379	60
380	57
381	53
382	50
383	48
384	47
385	46
386	45
387	43
388	43
389	43
390	42
391	42
392	42
393	41
394	41
395	41
396	41
397	41
398	40
399	28
400	24
401	28
402	2
403	-6
404	-6
405	-6
406	-6
407	-6
408	-6
409	7
410	6
411	-57
412	-57
413	-54
414	-51
415	-47
416	-44
417	-34
418	9
419	9
420	9
421	9
422	9
423	9
424	9
425	9
426	9
427	9
428	9
429	9
430	9
431	9
432	9
433	9
434	9
435	9
436	9
437	4
438	-38
439	-35
440	-31
441	-28
442	-24
443	-20
444	-17
445	-13
446	-9
447	-5
448	-2
449	2
450	4
451	3
452	3
453	3
454	3
455	3
456	3
457	3
458	3
459	3
460	3
461	3
462	3
463	3
464	3
465	3
466	3
467	3
468	3
469	3
470	5
471	9
472	15
473	21
474	28
475	34
476	40
477	46
478	51
479	57
480	11
481	6
482	6
483	5
484	5
485	4
486	4
487	4
488	4
489	4
490	4
491	4
492	4
493	4
494	4
495	4
496	4
497	4
498	4
499	4
500	4
501	4
502	4
503	4
504	4
505	4
506	4
507	4
508	4
509	4
510	4
511	4
512	4
513	5
514	5
515	6
516	7
517	7
518	7
519	7
520	7
521	7
522	7
523	7
524	7
525	7
526	7
527	7
528	7
529	-7
530	-28
531	-24
532	-20
533	-17
534	-13
535	-9
536	-5
537	-2
538	2
539	4
540	3
541	3
542	3
543	3
544	3
545	3
546	3
547	3
548	3
549	3
550	3
551	3
552	3
553	3
554	3
555	3
556	3
557	3
558	3
559	5
560	10
561	17
562	23
563	29
564	35
565	41
566	47
567	53
568	46
569	7
570	7
571	7
572	7
573	7
574	7
575	7
576	7
577	7
578	7
579	6
580	6
581	6
582	6
583	6
584	6
585	6
586	6
587	6
588	6
589	6
590	6
591	6
592	6
593	6
594	6
595	6
596	6
597	6
598	6
599	6
600	6
601	6
602	6
603	6
604	8
605	16
606	25
607	61
608	64
609	63
610	61
611	59
612	57
613	56
614	54
615	52
616	51
617	50
618	50
619	49
620	-23
621	-42
622	-39
623	-20
624	8
625	8
626	8
627	8
628	8
629	8
630	8
631	8
632	8
633	-20
634	-31
635	-28
636	-24
637	-20
638	-17
639	-13
640	-9
641	-6
642	-2
643	2
644	4
645	3
646	3
647	3
648	3
649	3
650	3
651	3
652	3
653	3
654	3
655	3
656	3
657	3
658	3
659	3
660	3
661	3
662	3
663	3
664	6
665	9
666	15
667	20
668	27
669	33
670	38
671	44
672	50
673	56
674	57
675	60
676	56
677	53
678	54
679	49
680	49
681	47
682	46
683	42
684	43
685	40
686	29
687	14
688	1
689	20
690	-12
691	-57
692	-57
693	-57
694	-57
695	-57
696	-57
697	-57
698	-51
699	-22
700	35
701	35
702	35
703	35
704	35
705	35
706	35
707	35
708	35
709	35
710	35
711	35
712	35
713	35
714	35
715	35
716	35
717	35
718	18
719	-8
720	-17
