
param MaxInstants := 811;

param PDem :=
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	7
22	6
23	20
24	6
25	27
26	12
27	6
28	14
29	-5
30	-5
31	-5
32	-5
33	-5
34	-4
35	-7
36	-3
37	-3
38	-2
39	-2
40	-2
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	1
52	1
53	1
54	0
55	0
56	0
57	0
58	0
59	0
60	3
61	0
62	-1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	5
73	19
74	38
75	28
76	-17
77	-9
78	-2
79	0
80	0
81	0
82	1
83	4
84	0
85	-1
86	2
87	7
88	10
89	10
90	4
91	1
92	-3
93	-4
94	-1
95	-1
96	1
97	5
98	26
99	22
100	2
101	-7
102	-9
103	-1
104	-3
105	-7
106	-2
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	1
128	11
129	9
130	1
131	4
132	18
133	20
134	8
135	-4
136	-11
137	-7
138	-9
139	-5
140	-2
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	2
154	8
155	14
156	16
157	9
158	8
159	2
160	-1
161	-1
162	-1
163	-3
164	-3
165	-3
166	-6
167	-6
168	0
169	4
170	9
171	7
172	3
173	1
174	1
175	-1
176	-3
177	-3
178	-5
179	-2
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	3
188	0
189	0
190	2
191	8
192	12
193	6
194	4
195	3
196	2
197	0
198	-1
199	-1
200	-4
201	-2
202	1
203	1
204	2
205	3
206	7
207	10
208	9
209	7
210	-3
211	-3
212	-3
213	-7
214	-5
215	-3
216	-1
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	2
233	5
234	7
235	6
236	16
237	10
238	-2
239	-5
240	1
241	-2
242	1
243	1
244	1
245	5
246	14
247	11
248	-7
249	-11
250	-2
251	5
252	5
253	5
254	1
255	-2
256	-2
257	-2
258	-4
259	-1
260	1
261	6
262	16
263	20
264	-3
265	-7
266	-8
267	-8
268	-3
269	1
270	3
271	3
272	6
273	12
274	5
275	-2
276	-5
277	-2
278	-5
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	3
290	5
291	5
292	3
293	4
294	4
295	4
296	4
297	1
298	-2
299	-6
300	1
301	7
302	7
303	-2
304	-4
305	-5
306	1
307	3
308	3
309	-3
310	-3
311	2
312	17
313	32
314	24
315	2
316	-8
317	-8
318	-10
319	-3
320	-2
321	1
322	-2
323	-4
324	-5
325	-3
326	0
327	0
328	8
329	29
330	19
331	2
332	-7
333	-2
334	1
335	1
336	1
337	1
338	1
339	5
340	1
341	1
342	1
343	1
344	1
345	1
346	-2
347	-5
348	-5
349	-3
350	-3
351	-2
352	-1
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	1
376	16
377	28
378	42
379	2
380	-9
381	-11
382	-10
383	1
384	10
385	-3
386	-5
387	-5
388	-2
389	-1
390	-2
391	-3
392	0
393	-1
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	1
410	9
411	11
412	7
413	1
414	1
415	1
416	8
417	24
418	7
419	2
420	2
421	-3
422	-3
423	-6
424	-2
425	-2
426	-2
427	1
428	-4
429	-4
430	-3
431	-1
432	1
433	3
434	5
435	3
436	2
437	1
438	1
439	0
440	-1
441	-1
442	3
443	3
444	4
445	1
446	-2
447	-1
448	-1
449	-1
450	-1
451	-1
452	-2
453	0
454	0
455	0
456	0
457	0
458	4
459	8
460	3
461	-1
462	-1
463	1
464	1
465	3
466	3
467	6
468	1
469	1
470	1
471	7
472	-1
473	-2
474	1
475	1
476	1
477	11
478	9
479	-2
480	-5
481	1
482	8
483	9
484	10
485	-3
486	-2
487	-2
488	1
489	-2
490	1
491	-5
492	-4
493	-3
494	-3
495	-1
496	2
497	7
498	7
499	2
500	7
501	3
502	-4
503	-3
504	-3
505	-1
506	-1
507	0
508	1
509	5
510	11
511	14
512	6
513	-3
514	-3
515	-3
516	-3
517	0
518	2
519	3
520	-1
521	0
522	-1
523	4
524	7
525	1
526	-4
527	-4
528	-3
529	3
530	12
531	20
532	16
533	-1
534	-8
535	-8
536	-5
537	3
538	5
539	5
540	1
541	-1
542	-3
543	-3
544	-3
545	-3
546	-1
547	0
548	0
549	0
550	0
551	1
552	1
553	-1
554	0
555	0
556	1
557	1
558	0
559	0
560	1
561	2
562	5
563	3
564	2
565	1
566	2
567	6
568	12
569	18
570	22
571	12
572	-1
573	-16
574	-11
575	-4
576	-1
577	1
578	3
579	7
580	6
581	9
582	9
583	5
584	-4
585	-11
586	-7
587	-3
588	-1
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	1
605	0
606	0
607	0
608	1
609	2
610	6
611	5
612	10
613	13
614	6
615	7
616	10
617	9
618	2
619	-7
620	-12
621	-10
622	-4
623	-1
624	1
625	1
626	5
627	4
628	1
629	2
630	2
631	1
632	2
633	3
634	1
635	2
636	5
637	8
638	9
639	1
640	7
641	7
642	2
643	-4
644	-1
645	-1
646	-3
647	-9
648	-6
649	-3
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	2
678	7
679	12
680	8
681	8
682	10
683	2
684	6
685	2
686	-7
687	-2
688	1
689	1
690	5
691	11
692	6
693	7
694	-3
695	-13
696	-10
697	-5
698	-2
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	5
712	21
713	16
714	10
715	16
716	8
717	7
718	-3
719	2
720	2
721	-4
722	-3
723	-10
724	-9
725	-2
726	-7
727	-4
728	0
729	0
730	2
731	2
732	3
733	3
734	1
735	1
736	-3
737	-3
738	-1
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	1
757	1
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	1
767	0
768	0
769	1
770	3
771	7
772	22
773	38
774	7
775	-16
776	-12
777	-5
778	-2
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	1
789	6
790	14
791	9
792	-1
793	-7
794	-1
795	6
796	25
797	17
798	-7
799	-6
800	-1
801	1
802	1
803	1
804	1
805	1
806	1
807	-10
808	-6
809	-1
810	0
811	0;
